Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2011,AUG FY2011,19,01-08-2020
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2011,OCT FY2011,92,01-10-2020
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2011,SEP FY2011,34,01-09-2020
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2012,AUG FY2012,55,01-08-2021
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2012,OCT FY2012,105,01-10-2021
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2012,SEP FY2012,24,01-09-2021
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2022,AUG FY2022,104,01-08-2022
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2022,OCT FY2022,146,01-10-2022
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2022,SEP FY2022,30,01-09-2022
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2015,DEC FY2015,450,01-12-2015
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2015,JAN FY2015,179,01-01-2015
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2015,NOV FY2015,5,01-11-2015
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2022,DEC FY2022,621,01-12-2016
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2022,JAN FY2022,6,01-01-2016
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2022,NOV FY2022,335,01-11-2016
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2002,DEC FY2002,140,01-12-2017
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2002,JAN FY2002,12,01-01-2017
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2002,NOV FY2002,56,01-11-2017
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2008,DEC FY2008,34,01-12-2018
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2008,JAN FY2008,34,01-01-2018
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2008,NOV FY2008,157,01-11-2018
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2007,DEC FY2007,32,01-12-2019
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2007,JAN FY2007,23,01-01-2019
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2007,NOV FY2007,92,01-11-2019
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2011,DEC FY2011,38,01-12-2020
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2011,JAN FY2011,389,01-01-2020
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2011,NOV FY2011,146,01-11-2020
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2012,DEC FY2012,15,01-12-2021
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2012,JAN FY2012,42,01-01-2021
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2012,NOV FY2012,25,01-11-2021
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2022,DEC FY2022,960,01-12-2022
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2022,JAN FY2022,678,01-01-2022
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2022,NOV FY2022,570,01-11-2022
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2015,APR FY2015,94,01-04-2015
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2015,FEB FY2015,397,01-02-2015
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2015,MAR FY2015,26,01-03-2015
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2022,APR FY2022,522,01-04-2016
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2022,FEB FY2022,17,01-02-2016
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2022,MAR FY2022,20,01-03-2016
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2002,APR FY2002,22,01-04-2017
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2002,FEB FY2002,43,01-02-2017
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2002,MAR FY2002,132,01-03-2017
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2008,APR FY2008,126,01-04-2018
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2008,FEB FY2008,37,01-02-2018
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2008,MAR FY2008,62,01-03-2018
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2007,APR FY2007,48,01-04-2019
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2007,FEB FY2007,24,01-02-2019
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2007,MAR FY2007,248,01-03-2019
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2011,APR FY2011,67,01-04-2020
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2011,FEB FY2011,23,01-02-2020
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2011,MAR FY2011,9,01-03-2020
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2012,APR FY2012,311,01-04-2021
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2012,FEB FY2012,29,01-02-2021
BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2012,MAR FY2012,50,01-03-2021
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2015,JUL FY2015,330,01-07-2015
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2015,JUN FY2015,62,01-06-2015
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2015,MAY FY2015,59,01-05-2015
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2022,JUL FY2022,146,01-07-2016
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2022,JUN FY2022,284,01-06-2016
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2022,MAY FY2022,172,01-05-2016
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2002,JUL FY2002,158,01-07-2017
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2002,JUN FY2002,38,01-06-2017
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2002,MAY FY2002,13,01-05-2017
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2008,JUL FY2008,39,01-07-2018
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2008,JUN FY2008,72,01-06-2018
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2008,MAY FY2008,13,01-05-2018
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2007,JUL FY2007,9,01-07-2019
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2007,JUN FY2007,24,01-06-2019
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2007,MAY FY2007,12,01-05-2019
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2011,JUL FY2011,118,01-07-2020
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2011,JUN FY2011,66,01-06-2020
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2011,MAY FY2011,43,01-05-2020
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2012,JUL FY2012,352,01-07-2021
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2012,JUN FY2012,416,01-06-2021
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2012,MAY FY2012,67,01-05-2021
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2015,AUG FY2015,91,01-08-2015
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2015,OCT FY2015,159,01-10-2015
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2015,SEP FY2015,118,01-09-2015
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2022,AUG FY2022,151,01-08-2016
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2022,OCT FY2022,587,01-10-2016
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2022,SEP FY2022,130,01-09-2016
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2002,AUG FY2002,230,01-08-2017
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2002,OCT FY2002,968,01-10-2017
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2002,SEP FY2002,324,01-09-2017
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2008,AUG FY2008,251,01-08-2018
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2008,OCT FY2008,964,01-10-2018
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2008,SEP FY2008,991,01-09-2018
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2007,AUG FY2007,302,01-08-2019
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2007,OCT FY2007,1172,01-10-2019
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2007,SEP FY2007,779,01-09-2019
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2011,AUG FY2011,163,01-08-2020
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2011,OCT FY2011,7678,01-10-2020
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2011,SEP FY2011,1368,01-09-2020
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2012,AUG FY2012,769,01-08-2021
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2012,OCT FY2012,1780,01-10-2021
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2012,SEP FY2012,435,01-09-2021
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2022,AUG FY2022,1156,01-08-2022
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2022,OCT FY2022,1822,01-10-2022
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2022,SEP FY2022,2373,01-09-2022
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2015,DEC FY2015,63,01-12-2015
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2015,JAN FY2015,79,01-01-2015
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2015,NOV FY2015,121,01-11-2015
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2022,DEC FY2022,708,01-12-2016
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2022,JAN FY2022,368,01-01-2016
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2022,NOV FY2022,338,01-11-2016
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2002,DEC FY2002,560,01-12-2017
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2002,JAN FY2002,868,01-01-2017
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2002,NOV FY2002,353,01-11-2017
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2008,DEC FY2008,944,01-12-2018
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2008,JAN FY2008,1044,01-01-2018
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2008,NOV FY2008,1201,01-11-2018
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2007,DEC FY2007,4418,01-12-2019
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2007,JAN FY2007,810,01-01-2019
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2007,NOV FY2007,788,01-11-2019
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2011,DEC FY2011,1694,01-12-2020
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2011,JAN FY2011,2077,01-01-2020
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2011,NOV FY2011,1168,01-11-2020
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2012,DEC FY2012,1501,01-12-2021
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2012,JAN FY2012,1905,01-01-2021
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2012,NOV FY2012,459,01-11-2021
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2022,DEC FY2022,1958,01-12-2022
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2022,JAN FY2022,2754,01-01-2022
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2022,NOV FY2022,1288,01-11-2022
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2015,APR FY2015,217,01-04-2015
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2015,FEB FY2015,11,01-02-2015
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2015,MAR FY2015,355,01-03-2015
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2022,APR FY2022,456,01-04-2016
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2022,FEB FY2022,629,01-02-2016
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2022,MAR FY2022,557,01-03-2016
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2002,APR FY2002,686,01-04-2017
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2002,FEB FY2002,574,01-02-2017
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2002,MAR FY2002,945,01-03-2017
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2008,APR FY2008,2496,01-04-2018
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2008,FEB FY2008,1388,01-02-2018
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2008,MAR FY2008,1305,01-03-2018
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2007,APR FY2007,4013,01-04-2019
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2007,FEB FY2007,998,01-02-2019
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2007,MAR FY2007,1440,01-03-2019
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2011,APR FY2011,2211,01-04-2020
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2011,FEB FY2011,853,01-02-2020
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2011,MAR FY2011,1491,01-03-2020
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2012,APR FY2012,70,01-04-2021
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2012,FEB FY2012,917,01-02-2021
BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2012,MAR FY2012,1590,01-03-2021
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2015,JUL FY2015,601,01-07-2015
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2015,JUN FY2015,333,01-06-2015
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2015,MAY FY2015,158,01-05-2015
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2022,JUL FY2022,1593,01-07-2016
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2022,JUN FY2022,585,01-06-2016
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2022,MAY FY2022,259,01-05-2016
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2002,JUL FY2002,870,01-07-2017
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2002,JUN FY2002,501,01-06-2017
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2002,MAY FY2002,349,01-05-2017
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2008,JUL FY2008,3302,01-07-2018
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2008,JUN FY2008,1000,01-06-2018
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2008,MAY FY2008,1012,01-05-2018
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2007,JUL FY2007,793,01-07-2019
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2007,JUN FY2007,7151,01-06-2019
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2007,MAY FY2007,449,01-05-2019
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2011,JUL FY2011,2090,01-07-2020
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2011,JUN FY2011,1460,01-06-2020
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2011,MAY FY2011,385,01-05-2020
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2012,JUL FY2012,1482,01-07-2021
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2012,JUN FY2012,987,01-06-2021
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2012,MAY FY2012,1860,01-05-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2022,AUG FY2022,1,01-08-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2022,OCT FY2022,1390,01-10-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2022,SEP FY2022,32,01-09-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2002,AUG FY2002,20,01-08-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2002,OCT FY2002,243,01-10-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2002,SEP FY2002,276,01-09-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2008,AUG FY2008,70,01-08-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2008,OCT FY2008,304,01-10-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2008,SEP FY2008,1229,01-09-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2007,AUG FY2007,249,01-08-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2007,OCT FY2007,573,01-10-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2007,SEP FY2007,276,01-09-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2011,AUG FY2011,142,01-08-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2011,OCT FY2011,157,01-10-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2011,SEP FY2011,312,01-09-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2012,AUG FY2012,234,01-08-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2012,OCT FY2012,1262,01-10-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2012,SEP FY2012,342,01-09-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2022,AUG FY2022,1083,01-08-2022
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2022,OCT FY2022,296,01-10-2022
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2022,SEP FY2022,875,01-09-2022
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2022,DEC FY2022,34,01-12-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2022,JAN FY2022,22,01-01-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2022,NOV FY2022,9,01-11-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2002,DEC FY2002,121,01-12-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2002,JAN FY2002,318,01-01-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2002,NOV FY2002,406,01-11-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2008,DEC FY2008,813,01-12-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2008,JAN FY2008,989,01-01-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2008,NOV FY2008,44,01-11-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2007,DEC FY2007,110,01-12-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2007,JAN FY2007,174,01-01-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2007,NOV FY2007,562,01-11-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2011,DEC FY2011,329,01-12-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2011,JAN FY2011,14,01-01-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2011,NOV FY2011,332,01-11-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2012,DEC FY2012,542,01-12-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2012,JAN FY2012,846,01-01-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2012,NOV FY2012,101,01-11-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2022,DEC FY2022,1426,01-12-2022
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2022,JAN FY2022,286,01-01-2022
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2022,NOV FY2022,362,01-11-2022
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2022,APR FY2022,354,01-04-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2022,FEB FY2022,76,01-02-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2022,MAR FY2022,280,01-03-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2002,APR FY2002,613,01-04-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2002,FEB FY2002,169,01-02-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2002,MAR FY2002,801,01-03-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2008,APR FY2008,748,01-04-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2008,FEB FY2008,506,01-02-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2008,MAR FY2008,413,01-03-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2007,APR FY2007,707,01-04-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2007,FEB FY2007,318,01-02-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2007,MAR FY2007,103,01-03-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2011,APR FY2011,2277,01-04-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2011,FEB FY2011,207,01-02-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2011,MAR FY2011,716,01-03-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2012,APR FY2012,1101,01-04-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2012,FEB FY2012,61,01-02-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2012,MAR FY2012,166,01-03-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2022,JUL FY2022,51,01-07-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2022,JUN FY2022,161,01-06-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2022,MAY FY2022,95,01-05-2016
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2002,JUL FY2002,397,01-07-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2002,JUN FY2002,266,01-06-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2002,MAY FY2002,252,01-05-2017
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2008,JUL FY2008,620,01-07-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2008,JUN FY2008,374,01-06-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2008,MAY FY2008,634,01-05-2018
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2007,JUL FY2007,532,01-07-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2007,JUN FY2007,381,01-06-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2007,MAY FY2007,83,01-05-2019
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2011,JUL FY2011,762,01-07-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2011,JUN FY2011,145,01-06-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2011,MAY FY2011,420,01-05-2020
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2012,JUL FY2012,132,01-07-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2012,JUN FY2012,1222,01-06-2021
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2012,MAY FY2012,470,01-05-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2007,AUG FY2007,42,01-08-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2007,OCT FY2007,2622,01-10-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2007,SEP FY2007,160,01-09-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2011,AUG FY2011,109,01-08-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2011,OCT FY2011,594,01-10-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2011,SEP FY2011,369,01-09-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2012,AUG FY2012,67,01-08-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2012,OCT FY2012,324,01-10-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2012,SEP FY2012,100,01-09-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2022,AUG FY2022,45,01-08-2022
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2022,OCT FY2022,1809,01-10-2022
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2022,SEP FY2022,1336,01-09-2022
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2007,DEC FY2007,152,01-12-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2007,JAN FY2007,193,01-01-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2007,NOV FY2007,156,01-11-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2011,DEC FY2011,434,01-12-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2011,JAN FY2011,167,01-01-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2011,NOV FY2011,746,01-11-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2012,DEC FY2012,913,01-12-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2012,JAN FY2012,886,01-01-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2012,NOV FY2012,181,01-11-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2022,DEC FY2022,296,01-12-2022
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2022,JAN FY2022,23,01-01-2022
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2022,NOV FY2022,769,01-11-2022
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2008,APR FY2008,225,01-04-2018
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2008,MAR FY2008,1,01-03-2018
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2007,APR FY2007,528,01-04-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2007,FEB FY2007,357,01-02-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2007,MAR FY2007,301,01-03-2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2011,APR FY2011,473,01-04-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2011,FEB FY2011,382,01-02-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2011,MAR FY2011,339,01-03-2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2012,APR FY2012,64,01-04-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2012,FEB FY2012,865,01-02-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2012,MAR FY2012,337,01-03-2021
BATBU,NCS540,N540-24Z8Q2C-SYS,Q4 FY2008,JUL FY2008,158,01-07-2018
BATBU,NCS540,N540-24Z8Q2C-SYS,Q4 FY2008,JUN FY2008,91,01-06-2018
